service,operation,status_code,error_code,error_message,is_implemented
iam,UploadSigningCertificate,404,NoSuchEntity,The user with name a cannot be found.,True
kinesis,AddTagsToStream,400,ResourceNotFoundException,Stream arn arn:aws:kinesis:us-east-1:000000000000:stream/xgsn not found,True
kinesis,CreateStream,200,,,True
kinesis,DecreaseStreamRetentionPeriod,400,ResourceNotFoundException,Stream arn arn:aws:kinesis:ap-northeast-3:348891404086:stream/fdes not found,True
kinesis,DeleteStream,400,ResourceNotFoundException,Stream arn arn:aws:kinesis:eu-west-2:758157348490:stream/rale not found,True
kinesis,DeregisterStreamConsumer,400,ResourceNotFoundException,ConsumerARN arn:aws:kinesis:eu-north-1:753051433885:stream/Exla27/consumer/nb4Mxe:895402 not found,True
kinesis,DescribeLimits,200,,,True
kinesis,DescribeStream,400,ResourceNotFoundException,Stream arn arn:aws:kinesis:me-south-1:797844142721:stream/ptmv not found,True
kinesis,DescribeStreamConsumer,400,ResourceNotFoundException,ConsumerARN arn:aws:kinesis:ap-east-1:778400379583:stream/GMCpL9/consumer/szeLw1:905979 not found,True
kinesis,DescribeStreamSummary,400,ResourceNotFoundException,Stream arn arn:aws:kinesis:ap-southeast-1:994037786321:stream/xutx not found,True
kinesis,DisableEnhancedMonitoring,400,ResourceNotFoundException,Stream arn arn:aws:kinesis:ca-central-1:312717934929:stream/jgkx not found,True
kinesis,EnableEnhancedMonitoring,400,ResourceNotFoundException,Stream arn arn:aws:kinesis:ap-northeast-3:309140920980:stream/fvud not found,True
kinesis,GetRecords,400,InvalidArgumentException,Invalid shard iterator,True
kinesis,GetShardIterator,400,ResourceNotFoundException,Stream arn arn:aws:kinesis:ap-south-1:292141809842:stream/aqpe not found,True
kinesis,IncreaseStreamRetentionPeriod,400,SerializationException,"Invalid message body: Could not decode JSON: {
  ""StreamName"" : ""a"",
  ""RetentionPeriodHours"" : 1,
  ""StreamARN"" : ""arn:awsdmrerx:kinesis:ap-southeast-3:957944918153:stream/bcpi""
}",True
kinesis,ListShards,400,InvalidArgumentException,"Cannot define ExclusiveStartShardId, StreamCreationTimestamp or StreamName if NextToken is defined",True
kinesis,ListStreamConsumers,400,ResourceNotFoundException,Stream arn arn:aws:kinesis:ap-northeast-2:539759081548:stream/kbev not found,True
kinesis,ListStreams,200,,,True
kinesis,ListTagsForStream,400,ResourceNotFoundException,Stream arn arn:aws:kinesis:eu-west-3:726638108672:stream/pglw not found,True
kinesis,MergeShards,400,SerializationException,"Invalid message body: Could not decode JSON: {
  ""StreamName"" : ""a"",
  ""ShardToMerge"" : ""a"",
  ""AdjacentShardToMerge"" : ""a"",
  ""StreamARN"" : ""arn:awspidupp:kinesis:ap-southeast-4:541829481868:stream/suyo""
}",True
kinesis,PutRecord,400,InvalidArgumentException,SequenceNumber could not be parsed,True
kinesis,PutRecords,200,,,True
kinesis,RegisterStreamConsumer,400,SerializationException,"Invalid message body: Could not decode JSON: {
  ""StreamARN"" : ""arn:awsktplci:kinesis:ap-south-2:449909556337:stream/xilj"",
  ""ConsumerName"" : ""a""
}",True
kinesis,RemoveTagsFromStream,400,SerializationException,"Invalid message body: Could not decode JSON: {
  ""StreamName"" : ""a"",
  ""TagKeys"" : [
    ""mohawk""
  ],
  ""StreamARN"" : ""arn:awstvxevy:kinesis:eu-central-2:338731795996:stream/dpef""
}",True
kinesis,SplitShard,400,ResourceNotFoundException,Stream arn arn:aws:kinesis:ap-northeast-3:557784443811:stream/tkfx not found,True
kinesis,StartStreamEncryption,400,SerializationException,"Invalid message body: Could not decode JSON: {
  ""StreamName"" : ""a"",
  ""EncryptionType"" : ""NONE"",
  ""KeyId"" : ""foobar"",
  ""StreamARN"" : ""arn:awsjevqtc:kinesis:ap-southeast-3:958230269856:stream/qwzj""
}",True
kinesis,StopStreamEncryption,400,ResourceNotFoundException,Stream arn arn:aws:kinesis:ap-southeast-1:149237779020:stream/vhqc not found,True
kinesis,SubscribeToShard,500,InternalError,"exception while calling kinesis.SubscribeToShard: Traceback (most recent call last):
  File ""/opt/code/localstack/localstack/aws/chain.py"", line 90, in handle
    handler(self, self.context, response)
  File ""/opt/code/localstack/localstack/aws/handlers/service.py"", line 122, in __call__
    handler(chain, context, response)
  File ""/opt/code/localstack/localstack/aws/handlers/service.py"", line 92, in __call__
    skeleton_response = self.skeleton.invoke(context)
  File ""/opt/code/localstack/localstack/aws/skeleton.py"", line 153, in invoke
    return self.dispatch_request(context, instance)
  File ""/opt/code/localstack/localstack/aws/skeleton.py"", line 165, in dispatch_request
    result = handler(context, instance) or {}
  File ""/opt/code/localstack/localstack/aws/forwarder.py"", line 60, in _call
    return handler(context, req)
  File ""/opt/code/localstack/localstack/aws/skeleton.py"", line 117, in __call__
    return self.fn(*args, **kwargs)
  File ""/opt/code/localstack/localstack/services/kinesis/provider.py"", line 66, in subscribe_to_shard
    stream_name = find_stream_for_consumer(consumer_arn)
  File ""/opt/code/localstack/localstack/services/kinesis/provider.py"", line 44, in find_stream_for_consumer
    raise Exception(""Unable to find stream for stream consumer %s"" % consumer_arn)
Exception: Unable to find stream for stream consumer arn:awsmimopm:kinesis:ap-south-1:083671911770:aqqckfstream/qq-GJf/consumer/1Wgc7m:041563
",True
kinesis,UpdateShardCount,400,ResourceNotFoundException,Stream arn arn:aws:kinesis:eu-west-3:746417019902:stream/kelm not found,True
kinesis,UpdateStreamMode,400,ResourceNotFoundException,Stream arn arn:aws:kinesis:ap-northeast-2:365903001210:stream/bhso not found,True
kms,CancelKeyDeletion,400,NotFoundException,Invalid keyId proton,True
kms,ConnectCustomKeyStore,501,InternalFailure,API action 'ConnectCustomKeyStore' for service 'kms' not yet implemented or pro feature - check https://docs.localstack.cloud/user-guide/aws/feature-coverage for further information,False
kms,CreateAlias,400,NotFoundException,Invalid keyId foobar,True
kms,CreateCustomKeyStore,501,InternalFailure,API action 'CreateCustomKeyStore' for service 'kms' not yet implemented or pro feature - check https://docs.localstack.cloud/user-guide/aws/feature-coverage for further information,False
kms,CreateGrant,400,NotFoundException,Invalid keyId python,True
kms,CreateKey,200,,,True
kms,Decrypt,400,InvalidCiphertextException,LocalStack is unable to deserialize the ciphertext blob. Perhaps the blob didn't come from LocalStack,True
kms,DeleteAlias,400,NotFoundException,Alias arn:aws:kms:us-east-1:000000000000:alias/a is not found,True
kms,DeleteCustomKeyStore,501,InternalFailure,API action 'DeleteCustomKeyStore' for service 'kms' not yet implemented or pro feature - check https://docs.localstack.cloud/user-guide/aws/feature-coverage for further information,False
kms,DeleteImportedKeyMaterial,501,InternalFailure,API action 'DeleteImportedKeyMaterial' for service 'kms' not yet implemented or pro feature - check https://docs.localstack.cloud/user-guide/aws/feature-coverage for further information,False
kms,DescribeCustomKeyStores,501,InternalFailure,API action 'DescribeCustomKeyStores' for service 'kms' not yet implemented or pro feature - check https://docs.localstack.cloud/user-guide/aws/feature-coverage for further information,False
kms,DescribeKey,400,NotFoundException,Invalid keyId python,True
kms,DisableKey,400,NotFoundException,Invalid keyId snazzy,True
kms,DisableKeyRotation,400,NotFoundException,Invalid keyId python,True
kms,DisconnectCustomKeyStore,501,InternalFailure,API action 'DisconnectCustomKeyStore' for service 'kms' not yet implemented or pro feature - check https://docs.localstack.cloud/user-guide/aws/feature-coverage for further information,False
kms,EnableKey,400,NotFoundException,Invalid keyId poncho,True
kms,EnableKeyRotation,400,NotFoundException,Invalid keyId foobar,True
kms,Encrypt,400,NotFoundException,Invalid keyId global,True
kms,GenerateDataKey,400,NotFoundException,Invalid keyId python,True
kms,GenerateDataKeyPair,400,NotFoundException,Invalid keyId snazzy,True
kms,GenerateDataKeyPairWithoutPlaintext,400,NotFoundException,Invalid keyId umlaut,True
kms,GenerateDataKeyWithoutPlaintext,400,NotFoundException,Invalid keyId umlaut,True
kms,GenerateMac,501,InternalFailure,API action 'GenerateMac' for service 'kms' not yet implemented or pro feature - check https://docs.localstack.cloud/user-guide/aws/feature-coverage for further information,False
kms,GenerateRandom,200,,,True
kms,GetKeyPolicy,400,NotFoundException,Invalid keyId umlaut,True
kms,GetKeyRotationStatus,400,NotFoundException,Invalid keyId proton,True
kms,GetParametersForImport,400,NotFoundException,Invalid keyId foobar,True
kms,GetPublicKey,400,NotFoundException,Invalid keyId except,True
kms,ImportKeyMaterial,400,NotFoundException,Unable to find key import token '0',True
kms,ListAliases,400,NotFoundException,Invalid keyId latest,True
kms,ListGrants,400,NotFoundException,Invalid keyId except,True
kms,ListKeyPolicies,400,NotFoundException,Invalid keyId proton,True
kms,ListKeys,200,,,True
kms,ListResourceTags,400,NotFoundException,Invalid keyId poncho,True
kms,ListRetirableGrants,200,,,True
kms,PutKeyPolicy,400,NotFoundException,Invalid keyId snazzy,True
kms,ReEncrypt,501,InternalFailure,API action 'ReEncrypt' for service 'kms' not yet implemented or pro feature - check https://docs.localstack.cloud/user-guide/aws/feature-coverage for further information,False
kms,ReplicateKey,400,NotFoundException,Invalid keyId foobar,True
kms,RetireGrant,400,NotFoundException,Unable to find grant token poncho,True
kms,RevokeGrant,400,NotFoundException,Invalid keyId latest,True
kms,ScheduleKeyDeletion,400,ValidationException,"PendingWindowInDays should be between 7 and 30, but it is 1",True
kms,Sign,400,NotFoundException,Invalid keyId global,True
kms,TagResource,400,NotFoundException,Invalid keyId python,True
kms,UntagResource,400,NotFoundException,Invalid keyId mohawk,True
kms,UpdateAlias,400,ValidationException,"Alias must start with the prefix ""alias/"". Please see https://docs.aws.amazon.com/kms/latest/developerguide/kms-alias.html",True
kms,UpdateCustomKeyStore,501,InternalFailure,API action 'UpdateCustomKeyStore' for service 'kms' not yet implemented or pro feature - check https://docs.localstack.cloud/user-guide/aws/feature-coverage for further information,False
kms,UpdateKeyDescription,400,NotFoundException,Invalid keyId mohawk,True
kms,UpdatePrimaryRegion,501,InternalFailure,API action 'UpdatePrimaryRegion' for service 'kms' not yet implemented or pro feature - check https://docs.localstack.cloud/user-guide/aws/feature-coverage for further information,False
kms,Verify,400,NotFoundException,Invalid keyId proton,True
kms,VerifyMac,501,InternalFailure,API action 'VerifyMac' for service 'kms' not yet implemented or pro feature - check https://docs.localstack.cloud/user-guide/aws/feature-coverage for further information,False
lambda,AddLayerVersionPermission,404,404,"<!doctype html>
<html lang=en>
<title>404 Not Found</title>
<h1>Not Found</h1>
<p>The requested URL was not found on the server. If you entered the URL manually please check your spelling and try again.</p>
",False
lambda,AddPermission,201,,,True
lambda,CreateAlias,404,ResourceNotFoundException,Function not found: arn:aws:lambda:us-east-1:000000000000:function:a,True
lambda,CreateCodeSigningConfig,201,,,True
lambda,CreateEventSourceMapping,500,500,"<!doctype html>
<html lang=en>
<title>500 Internal Server Error</title>
<h1>Internal Server Error</h1>
<p>The server encountered an internal error and was unable to complete your request. Either the server is overloaded or there is an error in the application.</p>
",True
lambda,CreateFunction,500,InternalFailure,"Unknown error: Dead letter queue ARN """" requires a valid SQS queue or SNS topic Traceback (most recent call last):
  File ""/opt/code/localstack/localstack/services/awslambda/lambda_api.py"", line 1251, in create_function
    lambda_function.set_dead_letter_config(data)
  File ""/opt/code/localstack/localstack/utils/aws/aws_models.py"", line 228, in set_dead_letter_config
    raise Exception(
Exception: Dead letter queue ARN """" requires a valid SQS queue or SNS topic
",True
lambda,CreateFunctionUrlConfig,404,ResourceNotFoundException,Function does not exist,True
lambda,DeleteAlias,404,ResourceNotFoundException,Function not found: arn:aws:lambda:us-east-1:000000000000:function:a,True
lambda,DeleteCodeSigningConfig,404,ResourceNotFoundException,Resource not found: The Lambda code signing configuration arn::lambda:eu-south-1:425434807241:code-signing-config:csc-r7cy2g1lylkutuknf can not be found.,True
lambda,DeleteEventSourceMapping,200,,,True
lambda,DeleteFunction,404,ResourceNotFoundException,Unable to delete non-existing Lambda function arn:aws:lambda:us-east-1:000000000000:function:a,True
lambda,DeleteFunctionCodeSigningConfig,404,ResourceNotFoundException,Function not found: Function not found: arn:aws:lambda:us-east-1:000000000000:function:a,True
lambda,DeleteFunctionConcurrency,404,ResourceNotFoundException,Function not found: arn:aws:lambda:us-east-1:000000000000:function:a,True
lambda,DeleteFunctionEventInvokeConfig,404,ResourceNotFoundException,Function not found: Function not found: arn:aws:lambda:us-east-1:000000000000:function:a,True
lambda,DeleteFunctionUrlConfig,404,ResourceNotFoundException,Function does not exist,True
lambda,DeleteLayerVersion,404,404,"<!doctype html>
<html lang=en>
<title>404 Not Found</title>
<h1>Not Found</h1>
<p>The requested URL was not found on the server. If you entered the URL manually please check your spelling and try again.</p>
",False
lambda,DeleteProvisionedConcurrencyConfig,404,404,"<!doctype html>
<html lang=en>
<title>404 Not Found</title>
<h1>Not Found</h1>
<p>The requested URL was not found on the server. If you entered the URL manually please check your spelling and try again.</p>
",False
lambda,GetAccountSettings,404,404,"<!doctype html>
<html lang=en>
<title>404 Not Found</title>
<h1>Not Found</h1>
<p>The requested URL was not found on the server. If you entered the URL manually please check your spelling and try again.</p>
",False
lambda,GetAlias,404,ResourceNotFoundException,Function not found: arn:aws:lambda:us-east-1:000000000000:function:a,True
lambda,GetCodeSigningConfig,404,ResourceNotFoundException,Resource not found: The Lambda code signing configuration arn:awsBSgPnW:lambda:eu-south-1:617763464731:code-signing-config:csc-dpx13xdkai7qskr16 can not be found.,True
lambda,GetEventSourceMapping,404,ResourceNotFoundException,The resource you requested does not exist.,True
lambda,GetFunction,404,ResourceNotFoundException,Function not found: arn:aws:lambda:us-east-1:000000000000:function:a,True
lambda,GetFunctionCodeSigningConfig,404,ResourceNotFoundException,Function not found: Function not found: arn:aws:lambda:us-east-1:000000000000:function:a,True
lambda,GetFunctionConcurrency,404,ResourceNotFoundException,Function not found: arn:aws:lambda:us-east-1:000000000000:function:a,True
lambda,GetFunctionConfiguration,404,ResourceNotFoundException,Function not found: arn:aws:lambda:us-east-1:000000000000:function:a,True
lambda,GetFunctionEventInvokeConfig,404,ResourceNotFoundException,Function not found: Unable to find Lambda function ARN arn:aws:lambda:us-east-1:000000000000:function:a,True
lambda,GetFunctionUrlConfig,404,ResourceNotFoundException,The resource you requested does not exist.,True
lambda,GetLayerVersion,404,404,"<!doctype html>
<html lang=en>
<title>404 Not Found</title>
<h1>Not Found</h1>
<p>The requested URL was not found on the server. If you entered the URL manually please check your spelling and try again.</p>
",False
lambda,GetLayerVersionByArn,404,404,"<!doctype html>
<html lang=en>
<title>404 Not Found</title>
<h1>Not Found</h1>
<p>The requested URL was not found on the server. If you entered the URL manually please check your spelling and try again.</p>
",False
lambda,GetLayerVersionPolicy,404,404,"<!doctype html>
<html lang=en>
<title>404 Not Found</title>
<h1>Not Found</h1>
<p>The requested URL was not found on the server. If you entered the URL manually please check your spelling and try again.</p>
",False
lambda,GetPolicy,404,ResourceNotFoundException,Resource not found: The resource you requested does not exist.,True
lambda,GetProvisionedConcurrencyConfig,404,404,"<!doctype html>
<html lang=en>
<title>404 Not Found</title>
<h1>Not Found</h1>
<p>The requested URL was not found on the server. If you entered the URL manually please check your spelling and try again.</p>
",False
lambda,GetRuntimeManagementConfig,404,404,"<!doctype html>
<html lang=en>
<title>404 Not Found</title>
<h1>Not Found</h1>
<p>The requested URL was not found on the server. If you entered the URL manually please check your spelling and try again.</p>
",False
lambda,Invoke,404,ResourceNotFoundException,Function not found: arn:aws:lambda:us-east-1:000000000000:function:a,True
lambda,InvokeAsync,404,404,"<!doctype html>
<html lang=en>
<title>404 Not Found</title>
<h1>Not Found</h1>
<p>The requested URL was not found on the server. If you entered the URL manually please check your spelling and try again.</p>
",False
lambda,ListAliases,404,ResourceNotFoundException,Function not found: arn:aws:lambda:us-east-1:000000000000:function:a,True
lambda,ListCodeSigningConfigs,405,405,"<!doctype html>
<html lang=en>
<title>405 Method Not Allowed</title>
<h1>Method Not Allowed</h1>
<p>The method is not allowed for the requested URL.</p>
",True
lambda,ListEventSourceMappings,200,,,True
lambda,ListFunctionEventInvokeConfigs,404,404,"<!doctype html>
<html lang=en>
<title>404 Not Found</title>
<h1>Not Found</h1>
<p>The requested URL was not found on the server. If you entered the URL manually please check your spelling and try again.</p>
",False
lambda,ListFunctionUrlConfigs,404,404,"<!doctype html>
<html lang=en>
<title>404 Not Found</title>
<h1>Not Found</h1>
<p>The requested URL was not found on the server. If you entered the URL manually please check your spelling and try again.</p>
",False
lambda,ListFunctions,200,,,True
lambda,ListFunctionsByCodeSigningConfig,404,404,"<!doctype html>
<html lang=en>
<title>404 Not Found</title>
<h1>Not Found</h1>
<p>The requested URL was not found on the server. If you entered the URL manually please check your spelling and try again.</p>
",False
lambda,ListLayerVersions,404,404,"<!doctype html>
<html lang=en>
<title>404 Not Found</title>
<h1>Not Found</h1>
<p>The requested URL was not found on the server. If you entered the URL manually please check your spelling and try again.</p>
",False
lambda,ListLayers,404,404,"<!doctype html>
<html lang=en>
<title>404 Not Found</title>
<h1>Not Found</h1>
<p>The requested URL was not found on the server. If you entered the URL manually please check your spelling and try again.</p>
",False
lambda,ListProvisionedConcurrencyConfigs,404,404,"<!doctype html>
<html lang=en>
<title>404 Not Found</title>
<h1>Not Found</h1>
<p>The requested URL was not found on the server. If you entered the URL manually please check your spelling and try again.</p>
",False
lambda,ListTags,404,ResourceNotFoundException,Function not found: arn:awsangrbd:lambda:eu-south-1:673405166473:function:phEyku,True
lambda,ListVersionsByFunction,404,ResourceNotFoundException,Function not found: arn:aws:lambda:us-east-1:000000000000:function:a,True
lambda,PublishLayerVersion,404,404,"<!doctype html>
<html lang=en>
<title>404 Not Found</title>
<h1>Not Found</h1>
<p>The requested URL was not found on the server. If you entered the URL manually please check your spelling and try again.</p>
",False
lambda,PublishVersion,404,ResourceNotFoundException,Function not found: arn:aws:lambda:us-east-1:000000000000:function:a,True
lambda,PutFunctionCodeSigningConfig,404,CodeSigningConfigNotFoundException,"The code signing configuration cannot be found.
        Check that the provided configuration is not deleted: arn:awsRikGqq:lambda:ap-southeast-1:976673339122:code-signing-config:csc-6v1xggbty4g93gjtu.",True
lambda,PutFunctionConcurrency,404,ResourceNotFoundException,Function not found: arn:aws:lambda:us-east-1:000000000000:function:a,True
lambda,PutFunctionEventInvokeConfig,404,ResourceNotFoundException,Function not found: Unable to find Lambda ARN: arn:aws:lambda:us-east-1:000000000000:function:a,True
lambda,PutProvisionedConcurrencyConfig,404,404,"<!doctype html>
<html lang=en>
<title>404 Not Found</title>
<h1>Not Found</h1>
<p>The requested URL was not found on the server. If you entered the URL manually please check your spelling and try again.</p>
",False
lambda,PutRuntimeManagementConfig,404,404,"<!doctype html>
<html lang=en>
<title>404 Not Found</title>
<h1>Not Found</h1>
<p>The requested URL was not found on the server. If you entered the URL manually please check your spelling and try again.</p>
",False
lambda,RemoveLayerVersionPermission,404,404,"<!doctype html>
<html lang=en>
<title>404 Not Found</title>
<h1>Not Found</h1>
<p>The requested URL was not found on the server. If you entered the URL manually please check your spelling and try again.</p>
",False
lambda,RemovePermission,404,ResourceNotFoundException,"Resource not found: Unable to find policy for Lambda function ""a""",True
lambda,TagResource,404,ResourceNotFoundException,Function not found: arn:awslaFuac:lambda:ca-central-1:253697416039:function:gnkjKX,True
lambda,UntagResource,404,ResourceNotFoundException,Function not found: arn::lambda:ap-southeast-3:101680949918:function:tPsdhn:$LATEST,True
lambda,UpdateAlias,404,ResourceNotFoundException,Function not found: arn:aws:lambda:us-east-1:000000000000:function:a,True
lambda,UpdateCodeSigningConfig,404,ResourceNotFoundException,Resource not found: The Lambda code signing configuration arn::lambda:af-south-1:630778070160:code-signing-config:csc-ahl6v6maflzrx32cy can not be found.,True
lambda,UpdateEventSourceMapping,200,,,True
lambda,UpdateFunctionCode,404,ResourceNotFoundException,Function not found: Function not found: arn:aws:lambda:us-east-1:000000000000:function:a,True
lambda,UpdateFunctionConfiguration,404,ResourceNotFoundException,"Function not found: Unable to find Lambda function ARN ""arn:aws:lambda:us-east-1:000000000000:function:a""",True
lambda,UpdateFunctionEventInvokeConfig,404,ResourceNotFoundException,Function not found: Unable to find Lambda ARN: arn:aws:lambda:us-east-1:000000000000:function:a,True
lambda,UpdateFunctionUrlConfig,404,ResourceNotFoundException,The resource you requested does not exist.,True
logs,AssociateKmsKey,501,InternalFailure,API action 'AssociateKmsKey' for service 'logs' not yet implemented or pro feature - check https://docs.localstack.cloud/user-guide/aws/feature-coverage for further information,False
logs,CancelExportTask,501,InternalFailure,API action 'CancelExportTask' for service 'logs' not yet implemented or pro feature - check https://docs.localstack.cloud/user-guide/aws/feature-coverage for further information,False
logs,CreateExportTask,404,404,"<?xml version=""1.0"" encoding=""UTF-8""?>
<Error>
    <Code>NoSuchBucket</Code>
    <Message>The specified bucket does not exist</Message>
    <BucketName>global</BucketName>
    <RequestID>7a62c49f-347e-4fc4-9331-6e8eEXAMPLE</RequestID>
</Error>",True
logs,CreateLogGroup,200,,,True
logs,CreateLogStream,200,,,True
logs,DeleteDataProtectionPolicy,501,InternalFailure,API action 'DeleteDataProtectionPolicy' for service 'logs' not yet implemented or pro feature - check https://docs.localstack.cloud/user-guide/aws/feature-coverage for further information,False
logs,DeleteDestination,501,InternalFailure,API action 'DeleteDestination' for service 'logs' not yet implemented or pro feature - check https://docs.localstack.cloud/user-guide/aws/feature-coverage for further information,False
logs,DeleteLogGroup,200,,,True
logs,DeleteLogStream,400,ResourceNotFoundException,The specified log group does not exist,True
logs,DeleteMetricFilter,200,,,True
logs,DeleteQueryDefinition,501,InternalFailure,API action 'DeleteQueryDefinition' for service 'logs' not yet implemented or pro feature - check https://docs.localstack.cloud/user-guide/aws/feature-coverage for further information,False
logs,DeleteResourcePolicy,400,ResourceNotFoundException,Policy with name [except] does not exist,True
logs,DeleteRetentionPolicy,400,ResourceNotFoundException,The specified log group does not exist,True
logs,DeleteSubscriptionFilter,400,ResourceNotFoundException,The specified log group does not exist,True
logs,DescribeDestinations,501,InternalFailure,API action 'DescribeDestinations' for service 'logs' not yet implemented or pro feature - check https://docs.localstack.cloud/user-guide/aws/feature-coverage for further information,False
logs,DescribeExportTasks,501,InternalFailure,API action 'DescribeExportTasks' for service 'logs' not yet implemented or pro feature - check https://docs.localstack.cloud/user-guide/aws/feature-coverage for further information,False
logs,DescribeLogGroups,200,,,True
logs,DescribeLogStreams,400,ResourceNotFoundException,The specified log group does not exist,True
logs,DescribeMetricFilters,200,,,True
logs,DescribeQueries,501,InternalFailure,API action 'DescribeQueries' for service 'logs' not yet implemented or pro feature - check https://docs.localstack.cloud/user-guide/aws/feature-coverage for further information,False
logs,DescribeQueryDefinitions,501,InternalFailure,API action 'DescribeQueryDefinitions' for service 'logs' not yet implemented or pro feature - check https://docs.localstack.cloud/user-guide/aws/feature-coverage for further information,False
logs,DescribeResourcePolicies,200,,,True
logs,DescribeSubscriptionFilters,400,ResourceNotFoundException,The specified log group does not exist,True
logs,DisassociateKmsKey,501,InternalFailure,API action 'DisassociateKmsKey' for service 'logs' not yet implemented or pro feature - check https://docs.localstack.cloud/user-guide/aws/feature-coverage for further information,False
logs,FilterLogEvents,400,ResourceNotFoundException,The specified log group does not exist,True
logs,GetDataProtectionPolicy,501,InternalFailure,API action 'GetDataProtectionPolicy' for service 'logs' not yet implemented or pro feature - check https://docs.localstack.cloud/user-guide/aws/feature-coverage for further information,False
logs,GetLogEvents,400,ResourceNotFoundException,The specified log group does not exist,True
logs,GetLogGroupFields,501,InternalFailure,API action 'GetLogGroupFields' for service 'logs' not yet implemented or pro feature - check https://docs.localstack.cloud/user-guide/aws/feature-coverage for further information,False
logs,GetLogRecord,501,InternalFailure,API action 'GetLogRecord' for service 'logs' not yet implemented or pro feature - check https://docs.localstack.cloud/user-guide/aws/feature-coverage for further information,False
logs,GetQueryResults,501,InternalFailure,API action 'GetQueryResults' for service 'logs' not yet implemented or pro feature - check https://docs.localstack.cloud/user-guide/aws/feature-coverage for further information,False
logs,ListTagsForResource,500,InternalError,"exception while calling logs.ListTagsForResource: Traceback (most recent call last):
  File ""/opt/code/localstack/localstack/aws/chain.py"", line 90, in handle
    handler(self, self.context, response)
  File ""/opt/code/localstack/localstack/aws/handlers/service.py"", line 122, in __call__
    handler(chain, context, response)
  File ""/opt/code/localstack/localstack/aws/handlers/service.py"", line 92, in __call__
    skeleton_response = self.skeleton.invoke(context)
  File ""/opt/code/localstack/localstack/aws/skeleton.py"", line 153, in invoke
    return self.dispatch_request(context, instance)
  File ""/opt/code/localstack/localstack/aws/skeleton.py"", line 165, in dispatch_request
    result = handler(context, instance) or {}
  File ""/opt/code/localstack/localstack/aws/forwarder.py"", line 60, in _call
    return handler(context, req)
  File ""/opt/code/localstack/localstack/aws/skeleton.py"", line 117, in __call__
    return self.fn(*args, **kwargs)
  File ""/opt/code/localstack/localstack/services/logs/provider.py"", line 101, in list_tags_for_resource
    self._check_resource_arn_tagging(resource_arn)
  File ""/opt/code/localstack/localstack/services/logs/provider.py"", line 176, in _check_resource_arn_tagging
    if service.lower().startswith(""log-group:""):
AttributeError: 'NoneType' object has no attribute 'lower'
",True
logs,ListTagsLogGroup,500,InternalError,"exception while calling logs.ListTagsLogGroup: Traceback (most recent call last):
  File ""/opt/code/localstack/localstack/aws/chain.py"", line 90, in handle
    handler(self, self.context, response)
  File ""/opt/code/localstack/localstack/aws/handlers/service.py"", line 122, in __call__
    handler(chain, context, response)
  File ""/opt/code/localstack/localstack/aws/handlers/service.py"", line 92, in __call__
    skeleton_response = self.skeleton.invoke(context)
  File ""/opt/code/localstack/localstack/aws/skeleton.py"", line 153, in invoke
    return self.dispatch_request(context, instance)
  File ""/opt/code/localstack/localstack/aws/skeleton.py"", line 165, in dispatch_request
    result = handler(context, instance) or {}
  File ""/opt/code/localstack/localstack/aws/forwarder.py"", line 60, in _call
    return handler(context, req)
  File ""/opt/code/localstack/localstack/aws/skeleton.py"", line 117, in __call__
    return self.fn(*args, **kwargs)
  File ""/opt/code/localstack/localstack/services/logs/provider.py"", line 110, in list_tags_log_group
    self._verify_log_group_exists(
  File ""/opt/code/localstack/localstack/services/logs/provider.py"", line 167, in _verify_log_group_exists
    raise ResourceNotFoundException()
moto.logs.exceptions.ResourceNotFoundException: 400 Bad Request: {""__type"": ""ResourceNotFoundException"", ""message"": ""The specified log group does not exist""}
",True
logs,PutDataProtectionPolicy,501,InternalFailure,API action 'PutDataProtectionPolicy' for service 'logs' not yet implemented or pro feature - check https://docs.localstack.cloud/user-guide/aws/feature-coverage for further information,False
logs,PutDestination,501,InternalFailure,API action 'PutDestination' for service 'logs' not yet implemented or pro feature - check https://docs.localstack.cloud/user-guide/aws/feature-coverage for further information,False
logs,PutDestinationPolicy,501,InternalFailure,API action 'PutDestinationPolicy' for service 'logs' not yet implemented or pro feature - check https://docs.localstack.cloud/user-guide/aws/feature-coverage for further information,False
logs,PutLogEvents,400,ResourceNotFoundException,The specified log group does not exist,True
logs,PutMetricFilter,200,,,True
logs,PutQueryDefinition,501,InternalFailure,API action 'PutQueryDefinition' for service 'logs' not yet implemented or pro feature - check https://docs.localstack.cloud/user-guide/aws/feature-coverage for further information,False
logs,PutResourcePolicy,200,,,True
logs,PutRetentionPolicy,400,ResourceNotFoundException,The specified log group does not exist,True
logs,PutSubscriptionFilter,400,ResourceNotFoundException,The specified log group does not exist.,True
logs,StartQuery,400,InvalidParameterException,A parameter is specified incorrectly.,True
logs,StopQuery,501,InternalFailure,API action 'StopQuery' for service 'logs' not yet implemented or pro feature - check https://docs.localstack.cloud/user-guide/aws/feature-coverage for further information,False
